;RunId;iteration;Step;largura;altura;density;rule;alive_cells;dead_cells;average_rule;likeness;len_rule;len_born;len_survive
0;0;0;200;50;50;0.5;B2/S34;0.33240000000000003;0.6676;1.75;0.6412;-1;1;2
1;1;0;200;50;50;0.5;B3/S23;0.07999999999999996;0.92;0.8333333333333334;0.9724;-1;1;2
2;2;0;200;50;50;0.5;B6/S16;0.4688;0.5312;0.5833333333333334;1.0;-1;1;2
3;3;0;200;50;50;0.5;B36/S23;0.06559999999999999;0.9344;0.5555555555555556;0.9844;0;2;2
4;4;0;200;50;50;0.5;B1357/S1357;0.508;0.492;1.0;0.5072;0;4;4
5;5;0;200;50;50;0.5;B34/S34;0.39880000000000004;0.6012;1.0;0.5672;0;2;2
6;6;0;200;50;50;0.5;B15/S28;0.28359999999999996;0.7164;1.6666666666666667;0.6048;0;2;2
7;7;0;200;50;50;0.5;B1/S1;0.21519999999999995;0.7848;1.0;0.6104;0;1;1
8;8;0;200;50;50;0.5;B12/S12;0.39;0.61;1.0;0.5256;0;2;2
9;9;0;200;50;50;0.5;B45/S12;0.258;0.742;0.3333333333333333;0.9968;0;2;2
10;10;0;200;50;50;0.5;B872/S356;0.2812;0.7188;0.8235294117647058;0.5956;0;3;3
11;11;0;200;50;50;0.5;B6731/S1234;0.53;0.47;0.5882352941176471;0.5812;0;4;4
12;12;0;200;50;50;0.5;B58912/S34;0.43400000000000005;0.566;0.7;0.5156;3;5;2
13;13;0;200;50;50;0.5;B6213/S912;0.398;0.602;1.3333333333333333;0.2796;1;4;3
14;14;0;200;50;50;0.5;B91/S82;0.2572;0.7428;1.0;0.63;0;2;2
15;15;0;200;50;50;0.5;B73/S65;0.27359999999999995;0.7264;1.1;1.0;0;2;2
16;16;0;200;50;50;0.5;B51238/S38;0.4668;0.5332;1.4473684210526316;0.2432;3;5;2
17;17;0;200;50;50;0.5;B86/S124659;0.5671999999999999;0.4328;0.6428571428571429;1.0;-4;2;6
18;18;0;200;50;50;0.5;B87/S87542;0.514;0.486;0.6933333333333334;1.0;-3;2;5
19;19;0;200;50;50;0.5;B234/S1235;0.5644;0.4356;0.9166666666666666;0.5012;-1;3;4
20;20;0;200;50;50;0.5;B1357/S2468;0.5067999999999999;0.4932;1.25;0.496;0;4;4
21;21;0;200;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
22;22;0;200;50;50;0.5;B12345/S76532;0.7688;0.2312;1.5333333333333332;0.9;0;5;5
23;23;0;200;50;50;0.5;B1/S1233456789;0.9972;0.0028;4.8;0.9984;-9;1;10
24;24;0;200;50;50;0.5;B123456789/S1;0.4848;0.5152;0.2;0.0008;8;9;1
25;25;0;200;50;50;0.5;B8735/S2;0.13239999999999996;0.8676;0.34782608695652173;0.9872;3;4;1
26;26;0;200;50;50;0.5;B1235/23;0.4524;0.5476;0.9090909090909091;0.3012;2;4;2
27;27;0;200;50;50;0.5;B123847/S2;0.6292;0.3708;0.48;0.0364;5;6;1
28;28;0;200;50;50;0.5;B983/S314678;0.4004;0.5996;0.725;0.7472;-3;3;6
29;29;1;200;50;50;0.5;B2/S34;0.31320000000000003;0.6868;1.75;0.6156;-1;1;2
30;30;1;200;50;50;0.5;B3/S23;0.06679999999999997;0.9332;0.8333333333333334;0.9904;-1;1;2
31;31;1;200;50;50;0.5;B6/S16;0.472;0.528;0.5833333333333334;1.0;-1;1;2
32;32;1;200;50;50;0.5;B36/S23;0.06599999999999995;0.934;0.5555555555555556;0.9684;0;2;2
33;33;1;200;50;50;0.5;B1357/S1357;0.49160000000000004;0.5084;1.0;0.4996;0;4;4
34;34;1;200;50;50;0.5;B34/S34;0.40800000000000003;0.592;1.0;0.574;0;2;2
35;35;1;200;50;50;0.5;B15/S28;0.256;0.744;1.6666666666666667;0.5992;0;2;2
36;36;1;200;50;50;0.5;B1/S1;0.24639999999999995;0.7536;1.0;0.6128;0;1;1
37;37;1;200;50;50;0.5;B12/S12;0.34519999999999995;0.6548;1.0;0.5032;0;2;2
38;38;1;200;50;50;0.5;B45/S12;0.28359999999999996;0.7164;0.3333333333333333;0.9952;0;2;2
39;39;1;200;50;50;0.5;B872/S356;0.2924;0.7076;0.8235294117647058;0.5808;0;3;3
40;40;1;200;50;50;0.5;B6731/S1234;0.5552;0.4448;0.5882352941176471;0.6152;0;4;4
41;41;1;200;50;50;0.5;B58912/S34;0.4488;0.5512;0.7;0.5332;3;5;2
42;42;1;200;50;50;0.5;B6213/S912;0.42200000000000004;0.578;1.3333333333333333;0.3044;1;4;3
43;43;1;200;50;50;0.5;B91/S82;0.28480000000000005;0.7152;1.0;0.5992;0;2;2
44;44;1;200;50;50;0.5;B73/S65;0.31200000000000006;0.688;1.1;1.0;0;2;2
45;45;1;200;50;50;0.5;B51238/S38;0.4236;0.5764;1.4473684210526316;0.2508;3;5;2
46;46;1;200;50;50;0.5;B86/S124659;0.556;0.444;0.6428571428571429;1.0;-4;2;6
47;47;1;200;50;50;0.5;B87/S87542;0.49119999999999997;0.5088;0.6933333333333334;1.0;-3;2;5
48;48;1;200;50;50;0.5;B234/S1235;0.514;0.486;0.9166666666666666;0.4876;-1;3;4
49;49;1;200;50;50;0.5;B1357/S2468;0.5092;0.4908;1.25;0.5084;0;4;4
50;50;1;200;50;50;0.5;B123456789/S123456789;1.0;0.0;1.0;1.0;0;9;9
51;51;1;200;50;50;0.5;B12345/S76532;0.7528;0.2472;1.5333333333333332;0.8512;0;5;5
52;52;1;200;50;50;0.5;B1/S1233456789;0.9984;0.0016;4.8;0.9992;-9;1;10
53;53;1;200;50;50;0.5;B123456789/S1;0.5116;0.4884;0.2;0.0032;8;9;1
54;54;1;200;50;50;0.5;B8735/S2;0.14280000000000004;0.8572;0.34782608695652173;0.99;3;4;1
55;55;1;200;50;50;0.5;B1235/23;0.45840000000000003;0.5416;0.9090909090909091;0.3012;2;4;2
56;56;1;200;50;50;0.5;B123847/S2;0.6388;0.3612;0.48;0.0184;5;6;1
57;57;1;200;50;50;0.5;B983/S314678;0.35960000000000003;0.6404;0.725;0.7624;-3;3;6
