,RunId,iteration,Step,largura,altura,density,rule,alive_cells,dead_cells,average_rule,likeness,len_rule,len_born,len_survive
50,50,0,350,50,50,0.5,B296/S895132476,0.9996,0.0004,0.8823529411764706,1.0,6,3,9
51,51,0,350,50,50,0.5,B314586297/S96875,0.9596,0.0404,1.4,0.918,4,9,5
52,52,0,350,50,50,0.5,B9783621/S4862137,0.9584,0.0416,0.861111111111111,0.9948,0,7,7
53,53,0,350,50,50,0.5,B631942/S9365247,0.8724000000000001,0.1276,1.2342857142857142,0.9932,1,6,7
54,54,0,350,50,50,0.5,B19234/S5,0.492,0.508,1.3157894736842106,0.2472,4,5,1
55,55,0,350,50,50,0.5,B3597/S675984132,1.0,0.0,0.8333333333333334,1.0,5,4,9
56,56,0,350,50,50,0.5,B29/S27196,0.32920000000000005,0.6708,0.9090909090909091,0.6496,3,2,5
57,57,0,350,50,50,0.5,B4/S956,0.32920000000000005,0.6708,1.6666666666666667,1.0,2,1,3
58,58,0,350,50,50,0.5,B71836/S26749,0.4376,0.5624,1.1199999999999999,0.5476,0,5,5
59,59,0,350,50,50,0.5,B8/S152648,0.6516,0.3484,0.5416666666666666,1.0,5,1,6
60,60,0,350,50,50,0.5,B4156/S2,0.38639999999999997,0.6136,0.5,0.4432,3,4,1
61,61,0,350,50,50,0.5,B7416/S8,0.262,0.738,1.7777777777777777,0.4744,3,4,1
62,62,0,350,50,50,0.5,B582179/S684729315,0.9996,0.0004,0.9375,1.0,3,6,9
63,63,0,350,50,50,0.5,B651842/S243675,0.7772,0.2228,1.0384615384615385,0.8888,0,6,6
64,64,0,350,50,50,0.5,B742/S39782,0.42400000000000004,0.576,1.3384615384615386,0.5376,2,3,5
65,65,0,350,50,50,0.5,B59172/S64971,0.45920000000000005,0.5408,1.1250000000000002,0.496,0,5,5
66,66,0,350,50,50,0.5,B75841269/S6,0.508,0.492,1.1428571428571428,0.0028,7,8,1
67,67,0,350,50,50,0.5,B12586/S39825,0.4992,0.5008,1.2272727272727273,0.54,0,5,5
68,68,0,350,50,50,0.5,B475316928/S71639,0.656,0.344,1.04,0.3164,4,9,5
69,69,0,350,50,50,0.5,B2/S56491,0.3448,0.6552,2.5,0.6176,4,1,5
70,70,0,350,50,50,0.5,B7325/S63217498,0.9388,0.0612,1.1764705882352942,0.9884,4,4,8
71,71,0,350,50,50,0.5,B37921648/S42589761,0.9952,0.0048,1.05,0.9988,0,8,8
72,72,0,350,50,50,0.5,B8512369/S312475869,0.9996,0.0004,1.0294117647058825,1.0,2,7,9
73,73,0,350,50,50,0.5,B9728/S7415289,0.49160000000000004,0.5084,0.7912087912087913,0.9896,3,4,7
74,74,0,350,50,50,0.5,B614/S4986,0.3036,0.6964,1.840909090909091,0.4964,1,3,4
75,75,0,350,50,50,0.5,B847139625/S2638,0.6164000000000001,0.3836,0.95,0.2624,5,9,4
76,76,0,350,50,50,0.5,B5893/S4,0.12760000000000005,0.8724,0.64,1.0,3,4,1
77,77,0,350,50,50,0.5,B647182/S5,0.3952,0.6048,1.0714285714285714,0.2992,5,6,1
78,78,0,350,50,50,0.5,B53274/S583197426,1.0,0.0,1.1904761904761905,1.0,4,5,9
79,79,0,350,50,50,0.5,B6798321/S147596283,0.9996,0.0004,0.9722222222222221,1.0,2,7,9
80,80,0,350,50,50,0.5,B29378165/S487,0.5207999999999999,0.4792,1.235772357723577,0.264,5,8,3
81,81,0,350,50,50,0.5,B184239/S124379,0.5680000000000001,0.432,0.9629629629629629,0.4716,0,6,6
82,82,0,350,50,50,0.5,B9/S932148,0.8028,0.1972,0.5,1.0,5,1,6
83,83,0,350,50,50,0.5,B943561827/S19342657,0.726,0.274,0.925,0.5116,1,9,8
84,84,0,350,50,50,0.5,B425971368/S93,0.396,0.604,1.2,0.0056,7,9,2
85,85,0,350,50,50,0.5,B463195287/S26,0.5548,0.4452,0.8,0.0848,7,9,2
86,86,0,350,50,50,0.5,B38425761/S6894,0.6624,0.3376,1.5,0.3072,4,8,4
87,87,0,350,50,50,0.5,B97/S8,0.5036,0.4964,1.0,1.0,1,2,1
88,88,0,350,50,50,0.5,B9123854/S9137452,0.6448,0.3552,0.9687500000000001,0.5616,0,7,7
89,89,0,350,50,50,0.5,B198357/S3,0.41800000000000004,0.582,0.5454545454545454,0.4264,5,6,1
90,90,0,350,50,50,0.5,B9513647/S9,0.49119999999999997,0.5088,1.8,0.0096,6,7,1
91,91,0,350,50,50,0.5,B59814/S6179,0.34119999999999995,0.6588,1.0648148148148147,0.4704,1,5,4
92,92,0,350,50,50,0.5,B615284379/S815,0.4988,0.5012,0.9333333333333333,0.0044,6,9,3
93,93,0,350,50,50,0.5,B682731945/S598417623,1.0,0.0,1.0,1.0,0,9,9
94,94,0,350,50,50,0.5,B67581293/S39215,0.5736,0.4264,0.7804878048780488,0.3256,3,8,5
95,95,0,350,50,50,0.5,B962154/S4,0.49760000000000004,0.5024,0.8888888888888888,0.268,5,6,1
96,96,0,350,50,50,0.5,B1/S5134,0.5944,0.4056,3.25,0.9756,3,1,4
97,97,0,350,50,50,0.5,B136259/S728561349,1.0,0.0,1.153846153846154,1.0,3,6,9
98,98,0,350,50,50,0.5,B6413/S29,0.4232,0.5768,1.5714285714285714,0.2864,2,4,2
99,99,0,350,50,50,0.5,B538/S142,0.39480000000000004,0.6052,0.43750000000000006,0.624,0,3,3
100,100,0,350,50,50,0.5,B186529473/S489127563,1.0,0.0,1.0,1.0,0,9,9
101,101,0,350,50,50,0.5,B12/S2364987,0.756,0.244,3.714285714285714,0.9532,5,2,7
102,102,0,350,50,50,0.5,B51/S7456329,0.9368,0.0632,1.7142857142857144,1.0,5,2,7
103,103,0,350,50,50,0.5,B29583/S164,0.476,0.524,0.6790123456790123,0.4112,2,5,3
104,104,0,350,50,50,0.5,B597/S924361785,0.9988,0.0012,0.7142857142857143,1.0,6,3,9
105,105,0,350,50,50,0.5,B1258/S813597,0.45640000000000003,0.5436,1.375,0.5312,2,4,6
106,106,0,350,50,50,0.5,B32/S965178243,0.9992,0.0008,2.0,1.0,7,2,9
107,107,0,350,50,50,0.5,B965124/S2,0.4404,0.5596,0.4444444444444444,0.2132,5,6,1
108,108,0,350,50,50,0.5,B8392/S478296135,0.9984,0.0016,0.9090909090909091,1.0,5,4,9
109,109,0,350,50,50,0.5,B1792/S851324,0.8544,0.1456,0.8070175438596492,0.99,2,4,6
110,110,0,350,50,50,0.5,B38264/S584627,0.9788,0.0212,1.1594202898550725,0.9992,1,5,6
111,111,0,350,50,50,0.5,B183562/S48,0.49039999999999995,0.5096,1.44,0.2672,4,6,2
112,112,0,350,50,50,0.5,B76/S56189,0.46399999999999997,0.536,0.8923076923076922,1.0,3,2,5
113,113,0,350,50,50,0.5,B861/S6485931,0.6352,0.3648,1.0285714285714287,0.9808,4,3,7
114,114,0,350,50,50,0.5,B81627493/S5673291,0.726,0.274,0.9428571428571428,0.5732,1,8,7
115,115,0,350,50,50,0.5,B13478652/S7856324,1.0,0.0,1.1111111111111112,1.0,1,8,7
116,116,0,350,50,50,0.5,B184975326/S9,0.5044,0.4956,1.8,0.0,8,9,1
117,117,0,350,50,50,0.5,B47219563/S8639,0.6172,0.3828,1.4054054054054055,0.2248,4,8,4
118,118,0,350,50,50,0.5,B4786329/S798,0.43479999999999996,0.5652,1.435897435897436,0.0428,4,7,3
119,119,0,350,50,50,0.5,B1642583/S548,0.63,0.37,1.367816091954023,0.282,4,7,3
120,120,0,350,50,50,0.5,B7/S319258,0.7343999999999999,0.2656,0.6666666666666667,1.0,5,1,6
121,121,0,350,50,50,0.5,B841596/S795,0.4404,0.5596,1.2727272727272727,0.1228,3,6,3
122,122,0,350,50,50,0.5,B39/S32,0.10799999999999998,0.892,0.4166666666666667,0.9432,0,2,2
123,123,0,350,50,50,0.5,B369/S6972,0.18320000000000003,0.8168,1.0,0.9968,1,3,4
124,124,0,350,50,50,0.5,B483/S941837,0.498,0.502,1.0666666666666667,0.5472,3,3,6
125,125,0,350,50,50,0.5,B932871/S65278419,0.9232,0.0768,1.05,0.9976,2,6,8
126,126,0,350,50,50,0.5,B5438617/S891324657,1.0,0.0,1.0294117647058825,1.0,2,7,9
127,127,0,350,50,50,0.5,B426953871/S49826,0.6572,0.3428,1.16,0.3104,4,9,5
128,128,0,350,50,50,0.5,B932148576/S3625894,0.8268,0.1732,1.0571428571428572,0.6092,2,9,7
129,129,0,350,50,50,0.5,B145/S68573,0.8684000000000001,0.1316,1.7399999999999998,0.9524,2,3,5
130,130,0,350,50,50,0.5,B492538176/S19743685,1.0,0.0,1.075,1.0,1,9,8
131,131,0,350,50,50,0.5,B2486/S9236,0.4776,0.5224,1.0,0.4972,0,4,4
132,132,0,350,50,50,0.5,B93276815/S591672483,1.0,0.0,0.975609756097561,1.0,1,8,9
133,133,0,350,50,50,0.5,B89324571/S8271639,0.9028,0.0972,1.054945054945055,0.8484,1,8,7
134,134,0,350,50,50,0.5,B92531648/S35728,0.6784,0.3216,1.0526315789473684,0.4448,3,8,5
135,135,0,350,50,50,0.5,B813249/S739,0.43679999999999997,0.5632,1.4074074074074074,0.2628,3,6,3
136,136,0,350,50,50,0.5,B64513/S91725643,0.8168,0.1832,1.2171052631578947,0.93,3,5,8
137,137,0,350,50,50,0.5,B3795821/S865,0.5112,0.4888,1.2666666666666666,0.3624,4,7,3
138,138,0,350,50,50,0.5,B76/S342,0.5704,0.4296,0.46153846153846156,0.9988,1,2,3
139,139,0,350,50,50,0.5,B674153/S1697234,0.7232000000000001,0.2768,1.054945054945055,0.5464,1,6,7
140,140,0,350,50,50,0.5,B7625348/S98,0.5144,0.4856,1.7,0.0,5,7,2
141,141,0,350,50,50,0.5,B5239476/S8293,0.5276000000000001,0.4724,1.0694444444444444,0.1832,3,7,4
142,142,0,350,50,50,0.5,B16897534/S86,0.5012,0.4988,1.302325581395349,0.008,6,8,2
143,143,0,350,50,50,0.5,B172/S587632,0.4528,0.5472,1.55,0.734,3,3,6
144,144,0,350,50,50,0.5,B827691354/S43,0.2792,0.7208,0.7,0.046,7,9,2
145,145,0,350,50,50,0.5,B291/S7819543,0.7216,0.2784,1.3214285714285714,0.968,4,3,7
146,146,0,350,50,50,0.5,B23671598/S4293,0.5964,0.4036,0.8780487804878049,0.2912,4,8,4
147,147,0,350,50,50,0.5,B4316892/S3,0.544,0.456,0.6363636363636364,0.0072,6,7,1
148,148,0,350,50,50,0.5,B19/S34,0.39239999999999997,0.6076,0.7,0.9028,0,2,2
149,149,0,350,50,50,0.5,B7/S312965,0.7452,0.2548,0.619047619047619,1.0,5,1,6
150,150,0,350,50,50,0.5,B7/S43215679,0.9832,0.0168,0.6607142857142857,0.9992,7,1,8
151,151,0,350,50,50,0.5,B6425713/S8516749,0.9632000000000001,0.0368,1.4285714285714286,0.9984,0,7,7
152,152,0,350,50,50,0.5,B5682749/S781295,0.5796,0.4204,0.9105691056910569,0.266,1,7,6
153,153,0,350,50,50,0.5,B37641925/S31876259,0.9548,0.0452,1.1081081081081081,0.964,0,8,8
154,154,0,350,50,50,0.5,B376921485/S249,0.31599999999999995,0.684,1.0,0.0312,6,9,3
155,155,0,350,50,50,0.5,B1952368/S1,0.3984,0.6016,0.2058823529411765,0.1348,6,7,1
156,156,0,350,50,50,0.5,B471295638/S8,0.5147999999999999,0.4852,1.6,0.0,8,9,1
157,157,0,350,50,50,0.5,B496235/S4195,0.5776,0.4224,0.9827586206896552,0.3444,2,6,4
158,158,0,350,50,50,0.5,B78165/S53,0.26759999999999995,0.7324,0.7407407407407407,0.6044,3,5,2
159,159,0,350,50,50,0.5,B8346/S57629,0.6016,0.3984,1.1047619047619048,0.5804,1,4,5
160,160,0,350,50,50,0.5,B157924/S7319,0.5008,0.4992,1.0714285714285714,0.3472,2,6,4
161,161,0,350,50,50,0.5,B7215/S916743,0.5307999999999999,0.4692,1.3333333333333333,0.64,2,4,6
162,162,0,350,50,50,0.5,B4213/S81,0.4424,0.5576,1.8,0.1452,2,4,2
163,163,0,350,50,50,0.5,B82649/S85967342,0.9948,0.0052,0.9482758620689655,1.0,3,5,8
164,164,0,350,50,50,0.5,B95/S621,0.496,0.504,0.42857142857142855,1.0,1,2,3
165,165,0,350,50,50,0.5,B274918365/S68152,0.7212000000000001,0.2788,0.8800000000000001,0.4228,4,9,5
166,166,0,350,50,50,0.5,B82/S35672,0.37960000000000005,0.6204,0.9199999999999999,0.7684,3,2,5
167,167,0,350,50,50,0.5,B3/S6432981,0.7248,0.2752,1.5714285714285714,1.0,6,1,7
168,168,0,350,50,50,0.5,B847921653/S4,0.4152,0.5848,0.8,0.0444,8,9,1
169,169,0,350,50,50,0.5,B296/S652,0.3228,0.6772,0.7647058823529411,0.5964,0,3,3
170,170,0,350,50,50,0.5,B1547623/S95873642,0.9856,0.0144,1.375,1.0,1,7,8
171,171,0,350,50,50,0.5,B5419/S61837452,0.998,0.002,0.9473684210526315,1.0,4,4,8
172,172,0,350,50,50,0.5,B9/S13796,0.5392,0.4608,0.5777777777777778,1.0,4,1,5
173,173,0,350,50,50,0.5,B936184/S591267,0.6388,0.3612,0.9677419354838709,0.5908,0,6,6
174,174,0,350,50,50,0.5,B531862794/S2746,0.7263999999999999,0.2736,0.95,0.4632,5,9,4
175,175,0,350,50,50,0.5,B8793/S75324869,0.9876,0.0124,0.8148148148148148,1.0,4,4,8
176,176,0,350,50,50,0.5,B148523/S972168,0.5831999999999999,0.4168,1.434782608695652,0.3356,0,6,6
177,177,0,350,50,50,0.5,B329671/S1,0.3728,0.6272,0.21428571428571427,0.2252,5,6,1
178,178,0,350,50,50,0.5,B274815963/S362958,0.7396,0.2604,1.1,0.4708,3,9,6
179,179,0,350,50,50,0.5,B1/S1,0.24560000000000004,0.7544,1.0,0.6184,0,1,1
180,180,0,350,50,50,0.5,B7/S873562914,0.9944,0.0056,0.7142857142857143,1.0,8,1,9
181,181,0,350,50,50,0.5,B1/S2786,0.2832,0.7168,5.75,0.6164,3,1,4
182,182,0,350,50,50,0.5,B9276413/S246,0.5808,0.4192,0.875,0.3792,4,7,3
183,183,0,350,50,50,0.5,B761/S9,0.21799999999999997,0.782,1.9285714285714284,0.5536,2,3,1
184,184,0,350,50,50,0.5,B1372856/S263495718,1.0,0.0,1.09375,1.0,2,7,9
185,185,0,350,50,50,0.5,B1749/S1973,0.35440000000000005,0.6456,0.9523809523809523,0.5992,0,4,4
186,186,0,350,50,50,0.5,B7/S54,0.498,0.502,0.6428571428571429,1.0,1,1,2
187,187,0,350,50,50,0.5,B4623178/S8374125,0.74,0.26,0.9677419354838709,0.6172,0,7,7
188,188,0,350,50,50,0.5,B32/S8,0.3288,0.6712,3.2,0.3512,1,2,1
189,189,0,350,50,50,0.5,B76295841/S978451,0.7263999999999999,0.2736,1.0793650793650795,0.4768,2,8,6
190,190,0,350,50,50,0.5,B6493825/S289,0.49160000000000004,0.5084,1.1981981981981982,0.0696,4,7,3
191,191,0,350,50,50,0.5,B74265983/S7426381,0.9476,0.0524,0.8051948051948052,0.9004,1,8,7
192,192,0,350,50,50,0.5,B3486/S875,0.027200000000000002,0.9728,1.26984126984127,0.9944,1,4,3
193,193,0,350,50,50,0.5,B85417629/S35217,0.6556,0.3444,0.6857142857142857,0.366,3,8,5
194,194,0,350,50,50,0.5,B456892/S84396,0.6408,0.3592,1.0588235294117647,0.4396,1,6,5
195,195,0,350,50,50,0.5,B4972681/S1859426,0.7024,0.2976,0.9459459459459459,0.6008,0,7,7
196,196,0,350,50,50,0.5,B421379685/S86,0.49639999999999995,0.5036,1.4,0.0,7,9,2
197,197,0,350,50,50,0.5,B826714/S874623591,1.0,0.0,1.0714285714285714,1.0,3,6,9
198,198,0,350,50,50,0.5,B796/S2853,0.5448,0.4552,0.6136363636363636,1.0,1,3,4
199,199,0,350,50,50,0.5,B56784/S742,0.08199999999999996,0.918,0.7222222222222222,1.0,2,5,3
200,200,0,350,50,50,0.5,B5893/S91,0.18720000000000003,0.8128,0.8,0.9968,2,4,2
201,201,0,350,50,50,0.5,B267945/S275169,0.7248,0.2752,0.9090909090909091,0.5768,0,6,6
202,202,0,350,50,50,0.5,B4/S42,0.29800000000000004,0.702,0.75,1.0,1,1,2
203,203,0,350,50,50,0.5,B152479/S5,0.4324,0.5676,1.0714285714285714,0.2236,5,6,1
204,204,0,350,50,50,0.5,B5/S3562,0.4196,0.5804,0.8,0.9984,3,1,4
205,205,0,350,50,50,0.5,B8197/S39,0.2724,0.7276,0.96,0.6,2,4,2
206,206,0,350,50,50,0.5,B65798312/S75286,0.9648,0.0352,1.0926829268292682,0.9516,3,8,5
207,207,0,350,50,50,0.5,B832/S962743,0.6428,0.3572,1.1923076923076925,0.9548,3,3,6
208,208,0,350,50,50,0.5,B87612/S5147238,0.5436000000000001,0.4564,0.8928571428571429,0.972,2,5,7
209,209,0,350,50,50,0.5,B6287135/S2193478,0.6255999999999999,0.3744,1.0625,0.4224,0,7,7
210,210,0,350,50,50,0.5,B9/S46982357,0.968,0.032,0.6111111111111112,1.0,7,1,8
211,211,0,350,50,50,0.5,B25841763/S416583,0.7648,0.2352,1.0,0.5796,2,8,6
212,212,0,350,50,50,0.5,B871249365/S382,0.3768,0.6232,0.8666666666666666,0.0296,6,9,3
213,213,0,350,50,50,0.5,B5169/S719345,0.5496,0.4504,0.9206349206349206,0.684,2,4,6
214,214,0,350,50,50,0.5,B15236489/S614375982,1.0,0.0,1.0526315789473684,1.0,1,8,9
215,215,0,350,50,50,0.5,B91/S176953,0.3116,0.6884,1.0333333333333334,0.716,4,2,6
216,216,0,350,50,50,0.5,B2/S964172835,0.9992,0.0008,2.5,1.0,8,1,9
217,217,0,350,50,50,0.5,B9816/S5,0.23640000000000005,0.7636,0.8333333333333334,0.5564,3,4,1
218,218,0,350,50,50,0.5,B439825/S138274,0.6275999999999999,0.3724,0.8064516129032259,0.4896,0,6,6
219,219,0,350,50,50,0.5,B6/S42659783,0.966,0.034,0.9166666666666666,1.0,7,1,8
220,220,0,350,50,50,0.5,B245389/S8,0.47119999999999995,0.5288,1.5483870967741935,0.04,5,6,1
221,221,0,350,50,50,0.5,B13/S674932518,0.998,0.002,2.5,1.0,7,2,9
222,222,0,350,50,50,0.5,B42139857/S54,0.5728,0.4272,0.9230769230769231,0.2552,6,8,2
223,223,0,350,50,50,0.5,B13462/S98715243,0.6888000000000001,0.3112,1.5234375,0.6932,3,5,8
224,224,0,350,50,50,0.5,B4938/S3826957,0.8648,0.1352,0.9523809523809524,0.9688,3,4,7
225,225,0,350,50,50,0.5,B1524/S254896,0.7116,0.2884,1.888888888888889,0.9076,2,4,6
226,226,0,350,50,50,0.5,B7591/S78953246,0.9824,0.0176,1.0,0.9992,4,4,8
227,227,0,350,50,50,0.5,B97/S39871245,0.9236,0.0764,0.609375,0.9992,6,2,8
228,228,0,350,50,50,0.5,B82436971/S287,0.5216000000000001,0.4784,1.1333333333333333,0.1708,5,8,3
229,229,0,350,50,50,0.5,B3794/S76185,0.9392,0.0608,0.9391304347826087,0.9404,1,4,5
230,230,0,350,50,50,0.5,B8/S32185946,0.9816,0.0184,0.59375,0.9992,7,1,8
231,231,0,350,50,50,0.5,B5/S85349,0.4808,0.5192,1.16,0.9992,4,1,5
232,232,0,350,50,50,0.5,B763521894/S8963,0.6124,0.3876,1.3,0.2204,5,9,4
233,233,0,350,50,50,0.5,B89456371/S2,0.5012,0.4988,0.37209302325581395,0.1436,7,8,1
234,234,0,350,50,50,0.5,B143296857/S351928,0.6579999999999999,0.342,0.9333333333333333,0.326,3,9,6
235,235,0,350,50,50,0.5,B862/S8249635,0.652,0.348,0.9910714285714286,0.9776,4,3,7
236,236,0,350,50,50,0.5,B51763489/S64123789,0.9359999999999999,0.064,0.9302325581395349,0.8744,0,8,8
237,237,0,350,50,50,0.5,B35768249/S6,0.4988,0.5012,1.0909090909090908,0.0,7,8,1
238,238,0,350,50,50,0.5,B5639874/S9,0.484,0.516,1.5,0.04,6,7,1
239,239,0,350,50,50,0.5,B978/S56789142,0.6896,0.3104,0.65625,1.0,5,3,8
240,240,0,350,50,50,0.5,B23846/S985132,0.5676,0.4324,1.0144927536231885,0.4344,1,5,6
241,241,0,350,50,50,0.5,B8942513/S25,0.5432,0.4568,0.765625,0.2324,5,7,2
242,242,0,350,50,50,0.5,B681327945/S925384,0.3752,0.6248,1.0333333333333334,0.2316,3,9,6
243,243,0,350,50,50,0.5,B32168/S6128734,0.6504,0.3496,1.1071428571428572,0.7324,2,5,7
244,244,0,350,50,50,0.5,B25913867/S759213846,1.0,0.0,0.975609756097561,1.0,1,8,9
245,245,0,350,50,50,0.5,B4587/S367124,0.6776,0.3224,0.638888888888889,0.6012,2,4,6
246,246,0,350,50,50,0.5,B395/S379814,0.474,0.526,0.9411764705882352,0.5856,3,3,6
247,247,0,350,50,50,0.5,B578432169/S4,0.43320000000000003,0.5668,0.8,0.0516,8,9,1
248,248,0,350,50,50,0.5,B825341/S2851934,0.6739999999999999,0.326,1.1925465838509315,0.5336,1,6,7
249,249,0,350,50,50,0.5,B34/S68,0.1412,0.8588,2.0,0.9872,0,2,2
250,250,0,350,50,50,0.5,B534268197/S697,0.5,0.5,1.4666666666666666,0.0,6,9,3
251,251,0,350,50,50,0.5,B763419285/S6328,0.6124,0.3876,0.95,0.2524,5,9,4
252,252,0,350,50,50,0.5,B7231/S8739624,0.5236000000000001,0.4764,1.7142857142857142,0.8692,3,4,7
253,253,0,350,50,50,0.5,B164/S73,0.31279999999999997,0.6872,1.3636363636363638,0.5272,1,3,2
254,254,0,350,50,50,0.5,B8679/S6,0.44120000000000004,0.5588,0.8,1.0,3,4,1
255,255,0,350,50,50,0.5,B1468/S1324,0.5164,0.4836,0.5263157894736842,0.5856,0,4,4
256,256,0,350,50,50,0.5,B69/S47962853,0.9744,0.0256,0.7333333333333333,1.0,6,2,8
257,257,0,350,50,50,0.5,B671549328/S4135,0.6488,0.3512,0.65,0.2984,5,9,4
258,258,0,350,50,50,0.5,B78195362/S95,0.4596,0.5404,1.3658536585365855,0.2144,6,8,2
259,259,0,350,50,50,0.5,B89/S1825647,0.6592,0.3408,0.5546218487394958,1.0,5,2,7
260,260,0,350,50,50,0.5,B89617534/S5236,0.6796,0.3204,0.7441860465116279,0.426,4,8,4
261,261,0,350,50,50,0.5,B5412896/S325647981,1.0,0.0,1.0,1.0,2,7,9
