;RunId;iteration;Step;largura;altura;density;rule;alive_cells;dead_cells;average_rule;likeness
130;130;8;500;50;50;0.5;B6/S16;0.02;0.506;0.5833333333333334;1.0
131;131;8;500;50;50;0.5;B36/S23;0.0312;0.964;0.5555555555555556;0.9968
132;132;8;500;50;50;0.5;B1357/S1357;0.5032;0.4968;1.0;0.4948
133;133;8;500;50;50;0.5;B34/S34;0.4372;0.5628;1.0;0.5644
134;134;8;500;50;50;0.5;B15/S28;0.2936;0.7064;1.6666666666666667;0.5828
135;135;8;500;50;50;0.5;B1/S1;0.2424;0.7576;1.0;0.6344
136;136;8;500;50;50;0.5;B12/S12;0.3448;0.6552;1.0;0.5124
137;137;8;500;50;50;0.5;B45/S12;0.0924;0.6976;0.3333333333333333;0.9952
138;138;8;500;50;50;0.5;B872/S356;0.3012;0.6988;0.8235294117647058;0.6052
139;139;8;500;50;50;0.5;B6731/S1234;0.518;0.482;0.5882352941176471;0.6068
140;140;8;500;50;50;0.5;B58912/S34;0.4416;0.5584;0.7;0.5644
141;141;8;500;50;50;0.5;B6213/S912;0.4064;0.5936;1.3333333333333333;0.274
142;142;8;500;50;50;0.5;B91/S82;0.2496;0.7504;1.0;0.6384
143;143;8;500;50;50;0.5;B73/S65;0.0;0.7144;1.1;1.0
144;144;9;500;50;50;0.5;B2/S34;0.3212;0.6788;1.75;0.626
145;145;9;500;50;50;0.5;B3/S23;0.032;0.9456;0.8333333333333334;0.9984
146;146;9;500;50;50;0.5;B6/S16;0.0224;0.5224;0.5833333333333334;1.0
147;147;9;500;50;50;0.5;B36/S23;0.0244;0.9648;0.5555555555555556;0.9952
148;148;9;500;50;50;0.5;B1357/S1357;0.5032;0.4968;1.0;0.4924
149;149;9;500;50;50;0.5;B34/S34;0.3972;0.6028;1.0;0.5472
150;150;9;500;50;50;0.5;B15/S28;0.2808;0.7192;1.6666666666666667;0.5944
151;151;9;500;50;50;0.5;B1/S1;0.2304;0.7696;1.0;0.5912
152;152;9;500;50;50;0.5;B12/S12;0.33;0.67;1.0;0.5424
153;153;9;500;50;50;0.5;B45/S12;0.0952;0.7144;0.3333333333333333;0.9952
154;154;9;500;50;50;0.5;B872/S356;0.2912;0.7088;0.8235294117647058;0.5844
155;155;9;500;50;50;0.5;B6731/S1234;0.5484;0.4516;0.5882352941176471;0.5992
156;156;9;500;50;50;0.5;B58912/S34;0.4432;0.5568;0.7;0.528
157;157;9;500;50;50;0.5;B6213/S912;0.4372;0.5628;1.3333333333333333;0.3164
158;158;9;500;50;50;0.5;B91/S82;0.2636;0.7364;1.0;0.6172
159;159;9;500;50;50;0.5;B73/S65;0.0;0.7208;1.1;1.0
