;RunId;iteration;Step;largura;altura;density;rule;alive_cells;dead_cells;average_rule;likeness;len_rule;len_born;len_survive
27;27;1;500;50;50;0.5;B15/S28;0.2908;0.7092;1.6666666666666667;0.5828;0;2;2
28;28;1;500;50;50;0.5;B1/S1;0.2488;0.7512;1.0;0.6084;0;1;1
29;29;1;500;50;50;0.5;B12/S12;0.344;0.656;1.0;0.4832;0;2;2
30;30;1;500;50;50;0.5;B45/S12;0.0948;0.6904;0.3333333333333333;0.9904;0;2;2
31;31;1;500;50;50;0.5;B872/S356;0.2912;0.7088;0.8235294117647058;0.5796;0;3;3
32;32;1;500;50;50;0.5;B6731/S1234;0.5264;0.4736;0.5882352941176471;0.5772;0;4;4
33;33;1;500;50;50;0.5;B58912/S34;0.4508;0.5492;0.7;0.5308;3;5;2
34;34;1;500;50;50;0.5;B6213/S912;0.3892;0.6108;1.3333333333333333;0.2968;1;4;3
35;35;1;500;50;50;0.5;B91/S82;0.2608;0.7392;1.0;0.6256;0;2;2
36;36;1;500;50;50;0.5;B73/S65;0.0;0.7056;1.1;1.0;0;2;2
37;37;1;500;50;50;0.5;B51238/S38;0.4712;0.5288;1.4473684210526316;0.2236;3;5;2
38;38;1;500;50;50;0.5;B86/S124659;0.1432;0.4296;0.6428571428571429;1.0;-4;2;6
39;39;1;500;50;50;0.5;B87/S87542;0.028;0.4984;0.6933333333333334;1.0;-3;2;5
40;40;1;500;50;50;0.5;B234/S1235;0.506;0.494;0.9166666666666666;0.4768;-1;3;4
41;41;1;500;50;50;0.5;B1357/S2468;0.4892;0.5108;1.25;0.4988;0;4;4
42;42;2;500;50;50;0.5;B2/S34;0.3088;0.6912;1.75;0.648;-1;1;2
43;43;2;500;50;50;0.5;B3/S23;0.026;0.9396;0.8333333333333334;0.9936;-1;1;2
44;44;2;500;50;50;0.5;B6/S16;0.024;0.5204;0.5833333333333334;1.0;-1;1;2
45;45;2;500;50;50;0.5;B36/S23;0.0272;0.9648;0.5555555555555556;0.9888;0;2;2
46;46;2;500;50;50;0.5;B1357/S1357;0.5;0.5;1.0;0.4888;0;4;4
47;47;2;500;50;50;0.5;B34/S34;0.408;0.5916;1.0;0.5432;0;2;2
48;48;2;500;50;50;0.5;B15/S28;0.2796;0.7204;1.6666666666666667;0.6012;0;2;2
49;49;2;500;50;50;0.5;B1/S1;0.23;0.77;1.0;0.614;0;1;1
50;50;2;500;50;50;0.5;B12/S12;0.3536;0.6464;1.0;0.5;0;2;2
51;51;2;500;50;50;0.5;B45/S12;0.0828;0.7212;0.3333333333333333;0.9952;0;2;2
52;52;2;500;50;50;0.5;B872/S356;0.2892;0.7108;0.8235294117647058;0.5784;0;3;3
53;53;2;500;50;50;0.5;B6731/S1234;0.5264;0.4736;0.5882352941176471;0.5808;0;4;4
54;54;2;500;50;50;0.5;B58912/S34;0.4568;0.5432;0.7;0.5456;3;5;2
55;55;2;500;50;50;0.5;B6213/S912;0.4376;0.5624;1.3333333333333333;0.2956;1;4;3
56;56;2;500;50;50;0.5;B91/S82;0.2584;0.7416;1.0;0.6212;0;2;2
57;57;2;500;50;50;0.5;B73/S65;0.0;0.7468;1.1;1.0;0;2;2
58;58;2;500;50;50;0.5;B51238/S38;0.4228;0.5772;1.4473684210526316;0.2436;3;5;2
59;59;2;500;50;50;0.5;B86/S124659;0.1472;0.4256;0.6428571428571429;1.0;-4;2;6
60;60;2;500;50;50;0.5;B87/S87542;0.0128;0.496;0.6933333333333334;1.0;-3;2;5
61;61;2;500;50;50;0.5;B234/S1235;0.5128;0.4872;0.9166666666666666;0.4736;-1;3;4
62;62;2;500;50;50;0.5;B1357/S2468;0.5208;0.4792;1.25;0.5004;0;4;4
63;63;3;500;50;50;0.5;B2/S34;0.332;0.668;1.75;0.6596;-1;1;2
64;64;3;500;50;50;0.5;B3/S23;0.092;0.9004;0.8333333333333334;0.932;-1;1;2
65;65;3;500;50;50;0.5;B6/S16;0.0224;0.5372;0.5833333333333334;1.0;-1;1;2
66;66;3;500;50;50;0.5;B36/S23;0.0504;0.9468;0.5555555555555556;0.9644;0;2;2
67;67;3;500;50;50;0.5;B1357/S1357;0.508;0.492;1.0;0.496;0;4;4
68;68;3;500;50;50;0.5;B34/S34;0.4032;0.5968;1.0;0.5464;0;2;2
69;69;3;500;50;50;0.5;B15/S28;0.2636;0.7364;1.6666666666666667;0.6164;0;2;2
70;70;3;500;50;50;0.5;B1/S1;0.2372;0.7628;1.0;0.6256;0;1;1
71;71;3;500;50;50;0.5;B12/S12;0.3496;0.6504;1.0;0.4968;0;2;2
72;72;3;500;50;50;0.5;B45/S12;0.0968;0.6796;0.3333333333333333;0.9968;0;2;2
73;73;3;500;50;50;0.5;B872/S356;0.3016;0.6984;0.8235294117647058;0.5684;0;3;3
74;74;3;500;50;50;0.5;B6731/S1234;0.5168;0.4832;0.5882352941176471;0.5836;0;4;4
75;75;3;500;50;50;0.5;B58912/S34;0.4472;0.5528;0.7;0.5356;3;5;2
76;76;3;500;50;50;0.5;B6213/S912;0.4328;0.5672;1.3333333333333333;0.2848;1;4;3
77;77;3;500;50;50;0.5;B91/S82;0.2548;0.7452;1.0;0.6336;0;2;2
78;78;3;500;50;50;0.5;B73/S65;0.0;0.7116;1.1;1.0;0;2;2
79;79;3;500;50;50;0.5;B51238/S38;0.4544;0.5456;1.4473684210526316;0.2316;3;5;2
80;80;3;500;50;50;0.5;B86/S124659;0.1344;0.4344;0.6428571428571429;1.0;-4;2;6
81;81;3;500;50;50;0.5;B87/S87542;0.0116;0.5028;0.6933333333333334;1.0;-3;2;5
82;82;3;500;50;50;0.5;B234/S1235;0.5392;0.4608;0.9166666666666666;0.4832;-1;3;4
83;83;3;500;50;50;0.5;B1357/S2468;0.5112;0.4888;1.25;0.5032;0;4;4
84;84;4;500;50;50;0.5;B2/S34;0.3236;0.6764;1.75;0.636;-1;1;2
85;85;4;500;50;50;0.5;B3/S23;0.0544;0.9304;0.8333333333333334;0.9728;-1;1;2
86;86;4;500;50;50;0.5;B6/S16;0.0192;0.5448;0.5833333333333334;1.0;-1;1;2
87;87;4;500;50;50;0.5;B36/S23;0.024;0.9664;0.5555555555555556;0.9936;0;2;2
88;88;4;500;50;50;0.5;B1357/S1357;0.498;0.502;1.0;0.51;0;4;4
89;89;4;500;50;50;0.5;B34/S34;0.3944;0.6052;1.0;0.57;0;2;2
90;90;4;500;50;50;0.5;B15/S28;0.2908;0.7092;1.6666666666666667;0.5944;0;2;2
91;91;4;500;50;50;0.5;B1/S1;0.218;0.782;1.0;0.6188;0;1;1
92;92;4;500;50;50;0.5;B12/S12;0.3524;0.6476;1.0;0.5056;0;2;2
93;93;4;500;50;50;0.5;B45/S12;0.0908;0.708;0.3333333333333333;0.996;0;2;2
94;94;4;500;50;50;0.5;B872/S356;0.2808;0.7192;0.8235294117647058;0.5956;0;3;3
95;95;4;500;50;50;0.5;B6731/S1234;0.5408;0.4592;0.5882352941176471;0.5968;0;4;4
96;96;4;500;50;50;0.5;B58912/S34;0.4488;0.5512;0.7;0.5624;3;5;2
97;97;4;500;50;50;0.5;B6213/S912;0.4652;0.5348;1.3333333333333333;0.3304;1;4;3
98;98;4;500;50;50;0.5;B91/S82;0.2568;0.7432;1.0;0.6156;0;2;2
99;99;4;500;50;50;0.5;B73/S65;0.0;0.72;1.1;1.0;0;2;2
100;100;4;500;50;50;0.5;B51238/S38;0.456;0.544;1.4473684210526316;0.216;3;5;2
101;101;4;500;50;50;0.5;B86/S124659;0.122;0.4612;0.6428571428571429;1.0;-4;2;6
102;102;4;500;50;50;0.5;B87/S87542;0.0184;0.4708;0.6933333333333334;1.0;-3;2;5
103;103;4;500;50;50;0.5;B234/S1235;0.536;0.464;0.9166666666666666;0.4684;-1;3;4
104;104;4;500;50;50;0.5;B1357/S2468;0.4884;0.5116;1.25;0.504;0;4;4
105;105;5;500;50;50;0.5;B2/S34;0.3212;0.6788;1.75;0.6328;-1;1;2
106;106;5;500;50;50;0.5;B3/S23;0.0284;0.9356;0.8333333333333334;0.9872;-1;1;2
107;107;5;500;50;50;0.5;B6/S16;0.0288;0.5308;0.5833333333333334;1.0;-1;1;2
108;108;5;500;50;50;0.5;B36/S23;0.0172;0.9716;0.5555555555555556;1.0;0;2;2
109;109;5;500;50;50;0.5;B1357/S1357;0.5012;0.4988;1.0;0.498;0;4;4
110;110;5;500;50;50;0.5;B34/S34;0.38;0.62;1.0;0.5696;0;2;2
111;111;5;500;50;50;0.5;B15/S28;0.266;0.734;1.6666666666666667;0.6028;0;2;2
112;112;5;500;50;50;0.5;B1/S1;0.2116;0.7884;1.0;0.6136;0;1;1
113;113;5;500;50;50;0.5;B12/S12;0.3464;0.6536;1.0;0.5236;0;2;2
114;114;5;500;50;50;0.5;B45/S12;0.0784;0.7416;0.3333333333333333;0.996;0;2;2
115;115;5;500;50;50;0.5;B872/S356;0.2996;0.7004;0.8235294117647058;0.582;0;3;3
116;116;5;500;50;50;0.5;B6731/S1234;0.524;0.476;0.5882352941176471;0.5996;0;4;4
117;117;5;500;50;50;0.5;B58912/S34;0.4468;0.5532;0.7;0.544;3;5;2
118;118;5;500;50;50;0.5;B6213/S912;0.4268;0.5732;1.3333333333333333;0.28;1;4;3
119;119;5;500;50;50;0.5;B91/S82;0.2544;0.7456;1.0;0.634;0;2;2
120;120;5;500;50;50;0.5;B73/S65;0.0;0.7032;1.1;1.0;0;2;2
121;121;5;500;50;50;0.5;B51238/S38;0.484;0.516;1.4473684210526316;0.2432;3;5;2
122;122;5;500;50;50;0.5;B86/S124659;0.1248;0.4364;0.6428571428571429;1.0;-4;2;6
123;123;5;500;50;50;0.5;B87/S87542;0.0116;0.5052;0.6933333333333334;1.0;-3;2;5
124;124;5;500;50;50;0.5;B234/S1235;0.5344;0.4656;0.9166666666666666;0.4712;-1;3;4
125;125;5;500;50;50;0.5;B1357/S2468;0.4976;0.5024;1.25;0.5152;0;4;4
126;126;6;500;50;50;0.5;B2/S34;0.318;0.682;1.75;0.6572;-1;1;2
127;127;6;500;50;50;0.5;B3/S23;0.0312;0.9496;0.8333333333333334;0.9888;-1;1;2
128;128;6;500;50;50;0.5;B6/S16;0.0144;0.5536;0.5833333333333334;1.0;-1;1;2
129;129;6;500;50;50;0.5;B36/S23;0.0296;0.9644;0.5555555555555556;0.9836;0;2;2
130;130;6;500;50;50;0.5;B1357/S1357;0.4964;0.5036;1.0;0.4824;0;4;4
131;131;6;500;50;50;0.5;B34/S34;0.4068;0.5932;1.0;0.5812;0;2;2
132;132;6;500;50;50;0.5;B15/S28;0.2848;0.7152;1.6666666666666667;0.6;0;2;2
133;133;6;500;50;50;0.5;B1/S1;0.2224;0.7776;1.0;0.6308;0;1;1
134;134;6;500;50;50;0.5;B12/S12;0.3308;0.6692;1.0;0.4992;0;2;2
135;135;6;500;50;50;0.5;B45/S12;0.0976;0.6824;0.3333333333333333;0.9968;0;2;2
136;136;6;500;50;50;0.5;B872/S356;0.2792;0.7208;0.8235294117647058;0.6024;0;3;3
137;137;6;500;50;50;0.5;B6731/S1234;0.5384;0.4616;0.5882352941176471;0.5984;0;4;4
138;138;6;500;50;50;0.5;B58912/S34;0.462;0.538;0.7;0.5492;3;5;2
139;139;6;500;50;50;0.5;B6213/S912;0.3976;0.6024;1.3333333333333333;0.26;1;4;3
140;140;6;500;50;50;0.5;B91/S82;0.256;0.744;1.0;0.6028;0;2;2
141;141;6;500;50;50;0.5;B73/S65;0.0;0.7316;1.1;1.0;0;2;2
142;142;6;500;50;50;0.5;B51238/S38;0.4492;0.5508;1.4473684210526316;0.238;3;5;2
143;143;6;500;50;50;0.5;B86/S124659;0.128;0.4172;0.6428571428571429;1.0;-4;2;6
144;144;6;500;50;50;0.5;B87/S87542;0.0096;0.4912;0.6933333333333334;1.0;-3;2;5
145;145;6;500;50;50;0.5;B234/S1235;0.5216;0.4784;0.9166666666666666;0.4876;-1;3;4
146;146;6;500;50;50;0.5;B1357/S2468;0.492;0.508;1.25;0.5172;0;4;4
147;147;7;500;50;50;0.5;B2/S34;0.3276;0.6724;1.75;0.646;-1;1;2
148;148;7;500;50;50;0.5;B3/S23;0.0328;0.9552;0.8333333333333334;0.992;-1;1;2
149;149;7;500;50;50;0.5;B6/S16;0.024;0.5076;0.5833333333333334;1.0;-1;1;2
150;150;7;500;50;50;0.5;B36/S23;0.0216;0.9704;0.5555555555555556;0.9984;0;2;2
151;151;7;500;50;50;0.5;B1357/S1357;0.4984;0.5016;1.0;0.5124;0;4;4
152;152;7;500;50;50;0.5;B34/S34;0.4444;0.5556;1.0;0.5528;0;2;2
153;153;7;500;50;50;0.5;B15/S28;0.2796;0.7204;1.6666666666666667;0.5964;0;2;2
154;154;7;500;50;50;0.5;B1/S1;0.2308;0.7692;1.0;0.6244;0;1;1
155;155;7;500;50;50;0.5;B12/S12;0.3164;0.6836;1.0;0.4856;0;2;2
156;156;7;500;50;50;0.5;B45/S12;0.0828;0.7284;0.3333333333333333;0.996;0;2;2
157;157;7;500;50;50;0.5;B872/S356;0.2908;0.7092;0.8235294117647058;0.5836;0;3;3
158;158;7;500;50;50;0.5;B6731/S1234;0.5268;0.4732;0.5882352941176471;0.5828;0;4;4
159;159;7;500;50;50;0.5;B58912/S34;0.4556;0.5444;0.7;0.5272;3;5;2
160;160;7;500;50;50;0.5;B6213/S912;0.4332;0.5668;1.3333333333333333;0.2836;1;4;3
161;161;7;500;50;50;0.5;B91/S82;0.2544;0.7456;1.0;0.6328;0;2;2
162;162;7;500;50;50;0.5;B73/S65;0.0;0.746;1.1;1.0;0;2;2
163;163;7;500;50;50;0.5;B51238/S38;0.4324;0.5676;1.4473684210526316;0.2324;3;5;2
164;164;7;500;50;50;0.5;B86/S124659;0.1432;0.4124;0.6428571428571429;1.0;-4;2;6
165;165;7;500;50;50;0.5;B87/S87542;0.014;0.5092;0.6933333333333334;1.0;-3;2;5
166;166;7;500;50;50;0.5;B234/S1235;0.52;0.48;0.9166666666666666;0.4876;-1;3;4
167;167;7;500;50;50;0.5;B1357/S2468;0.5008;0.4992;1.25;0.5072;0;4;4
168;168;8;500;50;50;0.5;B2/S34;0.322;0.678;1.75;0.6232;-1;1;2
169;169;8;500;50;50;0.5;B3/S23;0.028;0.9512;0.8333333333333334;0.9872;-1;1;2
170;170;8;500;50;50;0.5;B6/S16;0.0168;0.5332;0.5833333333333334;1.0;-1;1;2
171;171;8;500;50;50;0.5;B36/S23;0.0432;0.9528;0.5555555555555556;0.9836;0;2;2
172;172;8;500;50;50;0.5;B1357/S1357;0.486;0.514;1.0;0.4832;0;4;4
173;173;8;500;50;50;0.5;B34/S34;0.392;0.608;1.0;0.574;0;2;2
174;174;8;500;50;50;0.5;B15/S28;0.2756;0.7244;1.6666666666666667;0.5856;0;2;2
175;175;8;500;50;50;0.5;B1/S1;0.2416;0.7584;1.0;0.6308;0;1;1
176;176;8;500;50;50;0.5;B12/S12;0.3312;0.6688;1.0;0.5012;0;2;2
177;177;8;500;50;50;0.5;B45/S12;0.0836;0.7176;0.3333333333333333;0.9984;0;2;2
178;178;8;500;50;50;0.5;B872/S356;0.2896;0.7104;0.8235294117647058;0.5832;0;3;3
179;179;8;500;50;50;0.5;B6731/S1234;0.5176;0.4824;0.5882352941176471;0.602;0;4;4
180;180;8;500;50;50;0.5;B58912/S34;0.4456;0.5544;0.7;0.5436;3;5;2
181;181;8;500;50;50;0.5;B6213/S912;0.3896;0.6104;1.3333333333333333;0.2968;1;4;3
182;182;8;500;50;50;0.5;B91/S82;0.2532;0.7468;1.0;0.6292;0;2;2
183;183;8;500;50;50;0.5;B73/S65;0.0;0.718;1.1;1.0;0;2;2
184;184;8;500;50;50;0.5;B51238/S38;0.4484;0.5516;1.4473684210526316;0.2428;3;5;2
185;185;8;500;50;50;0.5;B86/S124659;0.1468;0.3988;0.6428571428571429;1.0;-4;2;6
186;186;8;500;50;50;0.5;B87/S87542;0.0268;0.4952;0.6933333333333334;1.0;-3;2;5
187;187;8;500;50;50;0.5;B234/S1235;0.5204;0.4796;0.9166666666666666;0.4848;-1;3;4
188;188;8;500;50;50;0.5;B1357/S2468;0.4924;0.5076;1.25;0.4904;0;4;4
189;189;9;500;50;50;0.5;B2/S34;0.3244;0.6756;1.75;0.6448;-1;1;2
190;190;9;500;50;50;0.5;B3/S23;0.0508;0.9412;0.8333333333333334;0.9692;-1;1;2
191;191;9;500;50;50;0.5;B6/S16;0.0152;0.5516;0.5833333333333334;1.0;-1;1;2
192;192;9;500;50;50;0.5;B36/S23;0.0212;0.9768;0.5555555555555556;0.9968;0;2;2
193;193;9;500;50;50;0.5;B1357/S1357;0.4952;0.5048;1.0;0.5124;0;4;4
194;194;9;500;50;50;0.5;B34/S34;0.4236;0.576;1.0;0.5648;0;2;2
195;195;9;500;50;50;0.5;B15/S28;0.2788;0.7212;1.6666666666666667;0.626;0;2;2
196;196;9;500;50;50;0.5;B1/S1;0.2176;0.7824;1.0;0.624;0;1;1
197;197;9;500;50;50;0.5;B12/S12;0.3316;0.6684;1.0;0.5324;0;2;2
198;198;9;500;50;50;0.5;B45/S12;0.1;0.7016;0.3333333333333333;0.9952;0;2;2
199;199;9;500;50;50;0.5;B872/S356;0.29;0.71;0.8235294117647058;0.5972;0;3;3
200;200;9;500;50;50;0.5;B6731/S1234;0.5276;0.4724;0.5882352941176471;0.6152;0;4;4
201;201;9;500;50;50;0.5;B58912/S34;0.458;0.542;0.7;0.5496;3;5;2
202;202;9;500;50;50;0.5;B6213/S912;0.4024;0.5976;1.3333333333333333;0.2816;1;4;3
203;203;9;500;50;50;0.5;B91/S82;0.2704;0.7296;1.0;0.6284;0;2;2
204;204;9;500;50;50;0.5;B73/S65;0.0;0.726;1.1;1.0;0;2;2
205;205;9;500;50;50;0.5;B51238/S38;0.4348;0.5652;1.4473684210526316;0.2332;3;5;2
206;206;9;500;50;50;0.5;B86/S124659;0.1328;0.4512;0.6428571428571429;1.0;-4;2;6
207;207;9;500;50;50;0.5;B87/S87542;0.0128;0.4972;0.6933333333333334;1.0;-3;2;5
208;208;9;500;50;50;0.5;B234/S1235;0.5172;0.4828;0.9166666666666666;0.504;-1;3;4
209;209;9;500;50;50;0.5;B1357/S2468;0.5036;0.4964;1.25;0.4908;0;4;4
